institution_id,display_name,category,aliases,note
bank_bofa,뱅크오브아메리카,은행,뱅크오브아메리카,외국은행 국내지점 — 명단 단일출처
bank_mizuho,미즈호은행,은행,미즈호은행|미즈호코퍼레이트은행,외국은행 국내지점 — 명단 단일출처
bank_creditagricole,크레디아그리콜은행,은행,크레디아그리콜은행,외국은행 국내지점 — 명단 단일출처
bank_bnpparibas,BNP파리바은행,은행,BNP파리바은행|비엔피파리바은행,외국은행 국내지점 — 명단 단일출처
bank_ing,ING은행,은행,ING은행|아이엔지은행,외국은행 국내지점 — 명단 단일출처
bank_anz,호주뉴질랜드은행,은행,호주뉴질랜드은행|ANZ은행,외국은행 국내지점 — 명단 단일출처
bank_deutsche,도이치은행,은행,도이치은행|도이체방크,외국은행 국내지점 — 명단 단일출처
bank_ubaf,유바프은행,은행,유바프은행,외국은행 국내지점 — 명단 단일출처
bank_dbs,DBS은행,은행,DBS은행|디비에스은행,외국은행 국내지점 — 명단 단일출처
bank_smbc,미쓰이스미토모은행,은행,미쓰이스미토모은행|SMBC은행,외국은행 국내지점 — 명단 단일출처
bank_socgen,소시에테제네랄은행,은행,소시에테제네랄은행|소시에떼제네랄은행,외국은행 국내지점 — 명단 단일출처
bank_uob,대화은행,은행,대화은행|UOB은행,외국은행 국내지점 싱가포르 UOB — 상호 미검증
bank_yamaguchi,야마구찌은행,은행,야마구찌은행|야마구치은행,외국은행 국내지점 — 명단 단일출처
bank_nbp,파키스탄국립은행,은행,파키스탄국립은행,외국은행 국내지점 — 명단 단일출처
bank_bnymellon,뉴욕멜론은행,은행,뉴욕멜론은행|BNY멜론은행,외국은행 국내지점 — 명단 단일출처
bank_hsbc,HSBC은행,은행,HSBC은행|홍콩상하이은행|에이치에스비씨은행,외국은행 국내지점 — 명단 단일출처
bank_bankofchina,중국은행,은행,중국은행|뱅크오브차이나,외국은행 국내지점 — 명단 단일출처
bank_metro,메트로은행,은행,메트로은행|메트로폴리탄은행,외국은행 국내지점 — 명단 단일출처
bank_icbc,중국공상은행,은행,중국공상은행|ICBC은행,외국은행 국내지점 — 명단 단일출처
bank_mellat,멜라트은행,은행,멜라트은행,외국은행 국내지점 — 명단 단일출처
bank_statestreet,스테이트스트리트은행,은행,스테이트스트리트은행,외국은행 국내지점 — 명단 단일출처
bank_ccb,중국건설은행,은행,중국건설은행,외국은행 국내지점 — 명단 단일출처
bank_wellsfargo,웰스파고은행,은행,웰스파고은행,외국은행 국내지점 — 명단 단일출처
bank_ocbc,오버시차이니스은행,은행,오버시차이니스은행|OCBC은행,외국은행 국내지점 — 명단 단일출처
bank_bocom,중국교통은행,은행,중국교통은행,외국은행 국내지점 — 명단 단일출처
bank_morganstanley,모간스탠리은행,은행,모간스탠리은행|모건스탠리은행,외국은행 국내지점 — 명단 단일출처
bank_lbbw,바덴뷔르템베르크주립은행,은행,바덴뷔르템베르크주립은행,외국은행 국내지점 — 명단 단일출처
bank_abchina,중국농업은행,은행,중국농업은행,외국은행 국내지점 — 명단 단일출처
bank_sbindia,스테이트뱅크오브인디아,은행,스테이트뱅크오브인디아|인도국립은행,외국은행 국내지점 SBI저축은행과 무관
bank_ceb,중국광대은행,은행,중국광대은행,외국은행 국내지점 — 명단 단일출처
bank_bni,인도네시아느가라은행,은행,인도네시아느가라은행,외국은행 국내지점 — 명단 단일출처
bank_northerntrust,노던트러스트컴퍼니,은행,노던트러스트컴퍼니|노던트러스트은행,외국은행 국내지점 — 명단 단일출처
sb_sbi,SBI저축은행,저축은행,SBI저축은행|에스비아이저축은행,
sb_ok,OK저축은행,저축은행,OK저축은행|오케이저축은행,
sb_koreainvestment,한국투자저축은행,저축은행,한국투자저축은행,
sb_welcome,웰컴저축은행,저축은행,웰컴저축은행,
sb_acuon,애큐온저축은행,저축은행,애큐온저축은행|HK저축은행,2017년 HK저축은행에서 사명변경
sb_daol,다올저축은행,저축은행,다올저축은행|유진저축은행,2022년 유진저축은행에서 사명변경
sb_shinhan,신한저축은행,저축은행,신한저축은행,
sb_db,DB저축은행,저축은행,DB저축은행|동부저축은행,
sb_hana,하나저축은행,저축은행,하나저축은행,
sb_jtchinae,JT친애저축은행,저축은행,JT친애저축은행|친애저축은행,2015년 친애저축은행에서 사명변경
sb_yegaram,예가람저축은행,저축은행,예가람저축은행,
sb_daishin,대신저축은행,저축은행,대신저축은행,
sb_pepper,페퍼저축은행,저축은행,페퍼저축은행,
sb_kb,KB저축은행,저축은행,KB저축은행,
sb_woorifg,우리금융저축은행,저축은행,우리금융저축은행|아주저축은행,2021년 아주저축은행에서 사명변경
sb_moa,모아저축은행,저축은행,모아저축은행,
sb_goryeo,고려저축은행,저축은행,고려저축은행,
sb_sangsangin,상상인저축은행,저축은행,상상인저축은행|공평저축은행,2018년 공평저축은행에서 사명변경
sb_jt,JT저축은행,저축은행,JT저축은행,
sb_baro,바로저축은행,저축은행,바로저축은행,
sb_osb,OSB저축은행,저축은행,OSB저축은행,
sb_nh,NH저축은행,저축은행,NH저축은행,
sb_bnk,BNK저축은행,저축은행,BNK저축은행,
sb_kiwoom,키움저축은행,저축은행,키움저축은행,
sb_kiwoomyes,키움예스저축은행,저축은행,키움예스저축은행,
sb_ibk,IBK저축은행,저축은행,IBK저축은행,
sb_purun,푸른저축은행,저축은행,푸른저축은행,
sb_hb,HB저축은행,저축은행,HB저축은행,
sb_hanwha,한화저축은행,저축은행,한화저축은행,
sb_sangsanginplus,상상인플러스저축은행,저축은행,상상인플러스저축은행|세종저축은행,2018년 세종저축은행에서 사명변경
sb_smart,스마트저축은행,저축은행,스마트저축은행,
sb_thek,더케이저축은행,저축은행,더케이저축은행,
sb_cham,참저축은행,저축은행,참저축은행,
sb_seram,세람저축은행,저축은행,세람저축은행,
sb_yuanta,유안타저축은행,저축은행,유안타저축은행,
sb_jinju,진주저축은행,저축은행,진주저축은행,
sb_joeun,조은저축은행,저축은행,조은저축은행,
sb_geumhwa,금화저축은행,저축은행,금화저축은행,
sb_dongwonjeil,동원제일저축은행,저축은행,동원제일저축은행,
sb_namyang,남양저축은행,저축은행,남양저축은행,
sb_heungkuk,흥국저축은행,저축은행,흥국저축은행,
sb_anyang,안양저축은행,저축은행,안양저축은행,
sb_inseong,인성저축은행,저축은행,인성저축은행,
sb_incheon,인천저축은행,저축은행,인천저축은행,
sb_daehan,대한저축은행,저축은행,대한저축은행,
sb_sky,스카이저축은행,저축은행,스카이저축은행,
sb_double,더블저축은행,저축은행,더블저축은행,
sb_yungchang,융창저축은행,저축은행,융창저축은행,
sb_o2,오투저축은행,저축은행,오투저축은행,
sb_cheongju,청주저축은행,저축은행,청주저축은행,
sb_burim,부림저축은행,저축은행,부림저축은행,
sb_samjung,삼정저축은행,저축은행,삼정저축은행,
sb_ck,CK저축은행,저축은행,CK저축은행,
sb_ms,MS저축은행,저축은행,MS저축은행,
sb_dongyang,동양저축은행,저축은행,동양저축은행,
sb_minguk,민국저축은행,저축은행,민국저축은행,
sb_hanseong,한성저축은행,저축은행,한성저축은행,
sb_woori,우리저축은행,저축은행,우리저축은행,우리금융저축은행과 다른 별개 법인
sb_mustsamil,머스트삼일저축은행,저축은행,머스트삼일저축은행,
sb_union,유니온저축은행,저축은행,유니온저축은행,
sb_dream,드림저축은행,저축은행,드림저축은행,
sb_joheung,조흥저축은행,저축은행,조흥저축은행,신한은행에 합병된 조흥은행과 무관
sb_anguk,안국저축은행,저축은행,안국저축은행,
sb_dh,DH저축은행,저축은행,DH저축은행,
sb_samho,삼호저축은행,저축은행,삼호저축은행,
sb_daebaek,대백저축은행,저축은행,대백저축은행,
sb_youngjin,영진저축은행,저축은행,영진저축은행,
sb_asan,아산저축은행,저축은행,아산저축은행,
sb_kukje,국제저축은행,저축은행,국제저축은행,
sb_daemyung,대명저축은행,저축은행,대명저축은행,
sb_solbrain,솔브레인저축은행,저축은행,솔브레인저축은행,
sb_pyeongtaek,평택저축은행,저축은행,평택저축은행,
sb_snt,SNT저축은행,저축은행,SNT저축은행,
sb_star,스타저축은행,저축은행,스타저축은행,
sb_raon,라온저축은행,저축은행,라온저축은행,
sb_central,센트럴저축은행,저축은행,센트럴저축은행,
sb_oseong,오성저축은행,저축은행,오성저축은행,
sb_daea,대아저축은행,저축은행,대아저축은행,
sb_daewon,대원저축은행,저축은행,대원저축은행,
ins_samsung_life,삼성생명보험,보험,삼성생명보험|삼성생명,
ins_hanwha_life,한화생명보험,보험,한화생명보험|한화생명|대한생명보험|대한생명,대한생명은 2012년 한화생명으로 상호변경
ins_kyobo_life,교보생명보험,보험,교보생명보험|교보생명,
ins_shinhan_life,신한라이프생명보험,보험,신한라이프생명보험|신한라이프|신한생명보험|신한생명|오렌지라이프생명보험|오렌지라이프,2021년 신한생명과 오렌지라이프 합병으로 출범
ins_nh_life,NH농협생명보험,보험,NH농협생명보험|농협생명보험|NH농협생명|농협생명,
ins_miraeasset_life,미래에셋생명보험,보험,미래에셋생명보험|미래에셋생명,
ins_dongyang_life,동양생명보험,보험,동양생명보험|동양생명,2026년 하반기 ABL생명과 통합 예정
ins_abl_life,ABL생명보험,보험,ABL생명보험|ABL생명|알리안츠생명보험|알리안츠생명,알리안츠생명이 2017년 ABL생명으로 상호변경
ins_kb_life,KB라이프생명보험,보험,KB라이프생명보험|KB라이프생명|KB라이프|KB생명보험|푸르덴셜생명보험|푸르덴셜생명,2023년 KB생명과 푸르덴셜생명 합병
ins_heungkuk_life,흥국생명보험,보험,흥국생명보험|흥국생명,
ins_db_life,DB생명보험,보험,DB생명보험|DB생명|동부생명보험|동부생명,동부생명은 2017년 DB생명으로 상호변경
ins_hana_life,하나생명보험,보험,하나생명보험|하나생명,
ins_kdb_life,KDB생명보험,보험,KDB생명보험|KDB생명|금호생명보험|금호생명,
ins_im_life,iM라이프생명보험,보험,iM라이프생명보험|iM라이프생명|iM라이프|DGB생명보험|DGB생명,DGB생명이 2024년 iM라이프로 상호변경
ins_fubon_hyundai_life,푸본현대생명보험,보험,푸본현대생명보험|푸본현대생명|현대라이프생명보험|현대라이프생명,현대라이프생명이 2018년 푸본현대생명으로 상호변경
ins_metlife,메트라이프생명보험,보험,메트라이프생명보험|메트라이프생명,
ins_aia_life,AIA생명보험,보험,AIA생명보험|AIA생명,
ins_lina_life,라이나생명보험,보험,라이나생명보험|라이나생명,
ins_chubb_life,처브라이프생명보험,보험,처브라이프생명보험|처브라이프생명|에이스생명보험,에이스생명이 2017년 처브라이프생명으로 상호변경
ins_bnp_cardif_life,BNP파리바카디프생명보험,보험,BNP파리바카디프생명보험|카디프생명보험|카디프생명,
ins_ibk_pension,IBK연금보험,보험,IBK연금보험,
ins_kyobo_lifeplanet,교보라이프플래닛생명보험,보험,교보라이프플래닛생명보험|교보라이프플래닛,
ins_samsung_fire,삼성화재해상보험,보험,삼성화재해상보험|삼성화재,
ins_hyundai_marine,현대해상화재보험,보험,현대해상화재보험|현대해상,
ins_db_insurance,DB손해보험,보험,DB손해보험|동부화재해상보험|동부화재,동부화재는 2017년 DB손해보험으로 상호변경
ins_kb_insurance,KB손해보험,보험,KB손해보험|LIG손해보험,LIG손해보험이 2015년 KB손해보험으로 상호변경
ins_meritz_fire,메리츠화재해상보험,보험,메리츠화재해상보험|메리츠화재,
ins_hanwha_insurance,한화손해보험,보험,한화손해보험|한화손보|캐롯손해보험|캐롯손보,캐롯손해보험을 2025년 10월 흡수합병
ins_lotte_insurance,롯데손해보험,보험,롯데손해보험|롯데손보,
ins_heungkuk_fire,흥국화재해상보험,보험,흥국화재해상보험|흥국화재,
ins_nh_insurance,NH농협손해보험,보험,NH농협손해보험|농협손해보험|NH농협손보|농협손보,
ins_hana_insurance,하나손해보험,보험,하나손해보험|하나손보|더케이손해보험|더케이손보,더케이손해보험이 2020년 하나손해보험으로 상호변경
ins_shinhan_ez,신한EZ손해보험,보험,신한EZ손해보험|신한EZ손보|BNP파리바카디프손해보험|카디프손해보험,2022년 신한금융지주 인수 후 상호변경
ins_kakaopay_insurance,카카오페이손해보험,보험,카카오페이손해보험|카카오페이손보,
ins_axa_general,AXA손해보험,보험,AXA손해보험|악사손해보험|교보악사자동차보험,
ins_aig_general,AIG손해보험,보험,AIG손해보험,
ins_ace_american,에이스아메리칸화재해상보험,보험,에이스아메리칸화재해상보험|에이스아메리칸,손해보험협회 준회원 한국지점
ins_yebyeol,예별손해보험,보험,예별손해보험|예별손보|MG손해보험|MG손보,MG손해보험 계약을 2025년 9월 이전받은 가교보험사
ins_korean_re,코리안리재보험,보험,코리안리재보험|코리안리,국내 유일 전업 재보험사
ins_rga_re,RGA재보험 한국지점,보험,RGA재보험 한국지점|RGA재보험|알지에이재보험,
ins_munich_re,뮌헨재보험 한국지점,보험,뮌헨재보험 한국지점|뮌헨재보험|뮌헨리,
ins_hannover_re,하노버재보험 한국지점,보험,하노버재보험 한국지점|하노버재보험|하노버리,
ins_msi,미쓰이스미토모해상화재보험 한국지점,보험,미쓰이스미토모해상화재보험 한국지점|미쓰이스미토모해상화재보험|미쓰이스미토모,
gua_kodit,신용보증기금,보증,신용보증기금|신용보증기금중앙회,
gua_kibo,기술보증기금,보증,기술보증기금|기술신용보증기금,2009년 기술신용보증기금에서 명칭변경
gua_sgi,서울보증보험,보증,서울보증보험|SGI서울보증|대한보증보험|한국보증보험,1998년 대한보증보험과 한국보증보험 합병으로 출범
gua_ksure,한국무역보험공사,보증,한국무역보험공사|무역보험공사|한국수출보험공사,2010년 한국수출보험공사에서 명칭변경
gua_hug,주택도시보증공사,보증,주택도시보증공사|대한주택보증,2015년 대한주택보증에서 전환
gua_hf,한국주택금융공사,보증,한국주택금융공사|주택금융공사,
gua_koreg,신용보증재단중앙회,보증,신용보증재단중앙회,17개 지역신용보증재단의 중앙회
gua_seoul_cgf,서울신용보증재단,보증,서울신용보증재단,
gua_busan_cgf,부산신용보증재단,보증,부산신용보증재단,
gua_daegu_cgf,대구신용보증재단,보증,대구신용보증재단,
gua_incheon_cgf,인천신용보증재단,보증,인천신용보증재단,
gua_gwangju_cgf,광주신용보증재단,보증,광주신용보증재단,
gua_daejeon_cgf,대전신용보증재단,보증,대전신용보증재단,
gua_ulsan_cgf,울산신용보증재단,보증,울산신용보증재단,
gua_sejong_cgf,세종신용보증재단,보증,세종신용보증재단,
gua_gyeonggi_cgf,경기신용보증재단,보증,경기신용보증재단,정식명칭 미검증
gua_gangwon_cgf,강원신용보증재단,보증,강원신용보증재단,정식명칭 미검증
gua_chungbuk_cgf,충북신용보증재단,보증,충북신용보증재단,
gua_chungnam_cgf,충남신용보증재단,보증,충남신용보증재단,
gua_jeonbuk_cgf,전북신용보증재단,보증,전북신용보증재단,
gua_jeonnam_cgf,전남신용보증재단,보증,전남신용보증재단,
gua_gyeongbuk_cgf,경북신용보증재단,보증,경북신용보증재단,정식명칭 미검증
gua_gyeongnam_cgf,경남신용보증재단,보증,경남신용보증재단,정식명칭 미검증
gua_nongshinbo,농림수산업자신용보증기금,보증,농림수산업자신용보증기금,농협중앙회에 설치된 기금으로 별도 법인이 아님
mut_construction,건설공제조합,공제,건설공제조합,
mut_specialty_construction,전문건설공제조합,공제,전문건설공제조합,
mut_mechanical,기계설비건설공제조합,공제,기계설비건설공제조합|설비건설공제조합,
mut_electrical,전기공사공제조합,공제,전기공사공제조합,
mut_ict,정보통신공제조합,공제,정보통신공제조합,
mut_software,소프트웨어공제조합,공제,소프트웨어공제조합,
mut_engineering,엔지니어링공제조합,공제,엔지니어링공제조합,
mut_construction_engineering,건설엔지니어링공제조합,공제,건설엔지니어링공제조합,
mut_capital_goods,자본재공제조합,공제,자본재공제조합,
mut_defense,방위산업공제조합,공제,방위산업공제조합,
mut_fire_industry,소방산업공제조합,공제,소방산업공제조합,
mut_content,한국콘텐츠공제조합,공제,한국콘텐츠공제조합|콘텐츠공제조합,
mut_kcwci,건설근로자공제회,공제,건설근로자공제회,
mut_ktcu,한국교직원공제회,공제,한국교직원공제회|교직원공제회,
mut_mmaa,군인공제회,공제,군인공제회,
mut_sema,과학기술인공제회,공제,과학기술인공제회,
mut_lofa,대한지방행정공제회,공제,대한지방행정공제회|행정공제회,
mut_lofa_finance,한국지방재정공제회,공제,한국지방재정공제회,
mut_police,대한민국경찰공제회,공제,대한민국경찰공제회|경찰공제회,
pub_kosmes,중소벤처기업진흥공단,공공,중소벤처기업진흥공단|중진공,금융결제원 온라인 조회서 발급 참가기관
fin_kofic,한국증권금융,증권,한국증권금융,금융결제원 온라인 조회서 발급 참가기관
sec_db,DB증권,증권,DB증권|디비증권|동부증권,2017년 동부증권에서 사명변경
sec_ds,DS투자증권,증권,DS투자증권|디에스투자증권|토러스투자증권,2018년 토러스투자증권에서 사명변경
sec_kb,KB증권,증권,KB증권|케이비증권|현대증권|KB투자증권,2017년 현대증권과 KB투자증권 합병
sec_nh,NH투자증권,증권,NH투자증권|엔에이치투자증권|NH농협증권,구 우리투자증권 별칭은 신설 우리투자증권과 충돌하므로 제외
sec_goldman,골드만삭스증권 서울지점,증권,골드만삭스증권 서울지점|골드만삭스증권,
sec_kyobo,교보증권,증권,교보증권,
sec_natixis,나틱시스증권 서울지점,증권,나틱시스증권 서울지점|나틱시스증권,
sec_next,넥스트증권,증권,넥스트증권|SI증권|브이아이금융투자|VI금융투자|하이투자선물|현대선물,2024년 12월 SI증권에서 사명변경
sec_nomura,노무라금융투자,증권,노무라금융투자|노무라증권,
sec_daol,다올투자증권,증권,다올투자증권|KTB투자증권|케이티비투자증권,2022년 KTB투자증권에서 사명변경
sec_daiwa,다이와증권캐피탈마켓코리아,증권,다이와증권캐피탈마켓코리아|다이와증권,
sec_daishin,대신증권,증권,대신증권,
sec_deutsche,도이치증권,증권,도이치증권|도이치뱅크증권,
sec_leading,리딩투자증권,증권,리딩투자증권,
sec_macquarie,맥쿼리증권,증권,맥쿼리증권,
sec_meritz,메리츠증권,증권,메리츠증권|메리츠종금증권|메리츠종합금융증권,2020년 메리츠종금증권에서 사명변경
sec_merrill,메릴린치인터내셔날엘엘씨증권 서울지점,증권,메릴린치인터내셔날엘엘씨증권 서울지점|메릴린치증권,
sec_morganstanley,모간스탠리인터내셔날증권 서울지점,증권,모간스탠리인터내셔날증권 서울지점|모간스탠리증권|모건스탠리증권,
sec_mirae,미래에셋증권,증권,미래에셋증권|미래에셋대우|대우증권|KDB대우증권,2021년 미래에셋대우에서 사명변경
sec_mizuho,미즈호증권 아시아 서울지점,증권,미즈호증권 아시아 서울지점|미즈호증권,
sec_bukook,부국증권,증권,부국증권,
sec_bnk,비엔케이투자증권,증권,비엔케이투자증권|BNK투자증권|BS투자증권|비에스투자증권,2015년 BS투자증권에서 사명변경
sec_bnp,비엔피파리바증권,증권,비엔피파리바증권|BNP파리바증권,
sec_samsung,삼성증권,증권,삼성증권,
sec_sangsangin,상상인증권,증권,상상인증권|골든브릿지투자증권,2019년 골든브릿지투자증권에서 사명변경
sec_shinyoung,신영증권,증권,신영증권,
sec_shinhan,신한투자증권,증권,신한투자증권|신한금융투자|굿모닝신한증권,2022년 신한금융투자에서 사명변경
sec_clsa,씨엘에스에이코리아증권,증권,씨엘에스에이코리아증권|CLSA코리아증권,
sec_cmsk,씨엠에스증권 한국,증권,씨엠에스증권 한국|CMS증권,
sec_cgs,씨지에스 인터내셔널증권 홍콩 한국지점,증권,씨지에스 인터내셔널증권 홍콩 한국지점|CGS인터내셔널증권,
sec_citi,씨티그룹글로벌마켓증권,증권,씨티그룹글로벌마켓증권|한국씨티그룹증권|씨티증권,
sec_ibk,아이비케이투자증권,증권,아이비케이투자증권|IBK투자증권,
sec_ing,아이엔지증권 서울지점,증권,아이엔지증권 서울지점|ING증권,
sec_im,아이엠증권,증권,아이엠증권|iM증권|하이투자증권,2024년 하이투자증권에서 사명변경
sec_sk,에스케이증권,증권,에스케이증권|SK증권,
sec_ls,엘에스증권,증권,엘에스증권|LS증권|이베스트투자증권|eBEST투자증권,2024년 이베스트투자증권에서 사명변경
sec_woori,우리투자증권,증권,우리투자증권|우리종합금융|한국포스증권,2024년 우리종합금융과 한국포스증권 합병으로 출범
sec_ubs,유비에스증권리미티드 서울지점,증권,유비에스증권리미티드 서울지점|UBS증권,
sec_yuanta,유안타증권,증권,유안타증권|동양증권,2014년 동양증권에서 사명변경
sec_eugene,유진투자증권,증권,유진투자증권|서울증권,2008년 서울증권에서 사명변경
sec_yuhwa,유화증권,증권,유화증권,
sec_jpmorgan,제이피모간증권 서울지점,증권,제이피모간증권 서울지점|JP모간증권|JP모건증권,
sec_kakaopay,카카오페이증권,증권,카카오페이증권|바로투자증권,2020년 바로투자증권에서 사명변경
sec_kidb,케이아이디비채권중개,증권,케이아이디비채권중개|KIDB채권중개,채권중개전문회사
sec_kr,케이알투자증권,증권,케이알투자증권|KR투자증권,
sec_cape,케이프투자증권,증권,케이프투자증권|CAPE투자증권|LIG투자증권,2016년 LIG투자증권에서 사명변경
sec_koreaasset,코리아에셋투자증권,증권,코리아에셋투자증권,
sec_creditagricole,크레디 아그리콜 아시아 증권 서울지점,증권,크레디 아그리콜 아시아 증권 서울지점|크레디아그리콜증권,
sec_kiwoom,키움증권,증권,키움증권,
sec_toss,토스증권,증권,토스증권,
sec_hana,하나증권,증권,하나증권|하나금융투자|하나대투증권,2022년 하나금융투자에서 사명변경
sec_sc,한국스탠다드차타드증권,증권,한국스탠다드차타드증권|SC증권|스탠다드차타드증권,
sec_imc,한국아이엠씨증권,증권,한국아이엠씨증권|IMC증권,
sec_sg,한국에스지증권,증권,한국에스지증권|SG증권|소시에테제네랄증권,
sec_koreainvestment,한국투자증권,증권,한국투자증권|한투증권,
sec_hanyang,한양증권,증권,한양증권,
sec_hanwha,한화투자증권,증권,한화투자증권|푸르덴셜투자증권,2012년 푸르덴셜투자증권 합병
sec_hyundaimotor,현대차증권,증권,현대차증권|HMC투자증권,2018년 HMC투자증권에서 사명변경
sec_hsbc,홍콩상하이증권 서울지점,증권,홍콩상하이증권 서울지점|HSBC증권,
sec_heungkuk,흥국증권,증권,흥국증권,
fut_samsung,삼성선물,선물,삼성선물,
fut_nh,엔에이치선물,선물,엔에이치선물|NH선물,
fut_eugene,유진투자선물,선물,유진투자선물,
tr_kyobo,교보자산신탁,신탁,교보자산신탁,
tr_daishin,대신자산신탁,신탁,대신자산신탁,
tr_daehan,대한토지신탁,신탁,대한토지신탁,
tr_mugunghwa,무궁화신탁,신탁,무궁화신탁,
tr_shinyoung,신영부동산신탁,신탁,신영부동산신탁,
tr_shinhan,신한자산신탁,신탁,신한자산신탁|아시아신탁,별칭 미검증
tr_woori,우리자산신탁,신탁,우리자산신탁|국제자산신탁,별칭 미검증
tr_kb,케이비부동산신탁,신탁,케이비부동산신탁|KB부동산신탁,
tr_koramco,코람코자산신탁,신탁,코람코자산신탁,
tr_koreatrust,코리아신탁,신탁,코리아신탁,
tr_hana,하나자산신탁,신탁,하나자산신탁|다올부동산신탁,별칭 미검증
tr_kait,한국자산신탁,신탁,한국자산신탁,
tr_koreit,한국토지신탁,신탁,한국토지신탁,
tr_ki,한국투자부동산신탁,신탁,한국투자부동산신탁,
am_mirae,미래에셋자산운용,자산운용,미래에셋자산운용,
am_samsung,삼성자산운용,자산운용,삼성자산운용,
am_samsung_active,삼성액티브자산운용,자산운용,삼성액티브자산운용,
am_samsung_hedge,삼성헤지자산운용,자산운용,삼성헤지자산운용,
am_samsung_sra,삼성에스알에이자산운용,자산운용,삼성에스알에이자산운용|삼성SRA자산운용,
am_kb,케이비자산운용,자산운용,케이비자산운용|KB자산운용,
am_hanwha,한화자산운용,자산운용,한화자산운용,
am_hanwha_inv,한화인베스트먼트,자산운용,한화인베스트먼트,
am_shinhan,신한자산운용,자산운용,신한자산운용|신한BNP파리바자산운용|신한비엔피파리바자산운용,2021년 사명변경
am_ki,한국투자신탁운용,자산운용,한국투자신탁운용,
am_ki_value,한국투자밸류자산운용,자산운용,한국투자밸류자산운용,
am_ki_realasset,한국투자리얼에셋운용,자산운용,한국투자리얼에셋운용,
am_kiwoom,키움투자자산운용,자산운용,키움투자자산운용,
am_nh_amundi,엔에이치아문디자산운용,자산운용,엔에이치아문디자산운용|NH아문디자산운용|NH-CA자산운용,
am_nh_hedge,엔에이치헤지자산운용,자산운용,엔에이치헤지자산운용,
am_igis,이지스자산운용,자산운용,이지스자산운용,
am_igis_real,이지스리얼에셋투자운용,자산운용,이지스리얼에셋투자운용,
am_igis_x,이지스엑스자산운용,자산운용,이지스엑스자산운용,
am_hana,하나자산운용,자산운용,하나자산운용|하나UBS자산운용|하나유비에스자산운용,2022년 사명변경
am_hana_alt,하나대체투자자산운용,자산운용,하나대체투자자산운용,
am_woori,우리자산운용,자산운용,우리자산운용|ABL글로벌자산운용,별칭 미검증
