loan_fss0018,유미캐피탈대부,대부,유미캐피탈대부|유미캐피탈대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0018(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-5139301; 대부금융협회 회원번호 A00326 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0020,넥스젠파이낸스대부,대부,넥스젠파이낸스대부|(주)넥스젠파이낸스대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0020(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-5211951; 대부금융협회 회원번호 A00332 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0021,한국비즈니스금융대부,대부,한국비즈니스금융대부|(주)한국비즈니스금융대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0021(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-1209827; 대부금융협회 회원번호 A00213 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0022,밀리언캐쉬대부,대부,밀리언캐쉬대부|(주)밀리언캐쉬대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0022(대부업)/2016-금감원-0022(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 180111-0504191; 대부금융협회 회원번호 A00017 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0023,엘하비스트대부,대부,엘하비스트대부|(주)엘하비스트대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0023(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-3648627; 대부금융협회 회원번호 A00028 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0024,골든캐피탈대부,대부,골든캐피탈대부|(주)골든캐피탈대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0024(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-5009918; 대부금융협회 회원번호 A00281 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0025,미래크레디트대부,대부,미래크레디트대부|(주)미래크레디트대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0025(대부업)/2016-금감원-0025(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-2621731; 대부금융협회 회원번호 A00020 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0026,유아이크레디트대부,대부,유아이크레디트대부|(주)유아이크레디트대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0026(대부업)/2016-금감원-0026(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-2556300; 대부금융협회 회원번호 A00016 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0027,티에이자산관리대부,대부,티에이자산관리대부|티에이자산관리대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0027(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-5983112; 대부금융협회 회원번호 A00004 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0030,액트캐쉬대부,대부,액트캐쉬대부|(주)액트캐쉬대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0030(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-3246637; 대부금융협회 회원번호 A00023 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0032,유앤아이대부,대부,유앤아이대부|유앤아이대부 유한회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0032(대부업); 사업내용 금전대부, 채권추심; 법인번호 110114-0090320; 대부금융협회 회원번호 A00245 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0033,드림앤캐쉬대부,대부,드림앤캐쉬대부|(주)드림앤캐쉬대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0033(대부업); 사업내용 금전대부; 법인번호 110111-4176552; 대부금융협회 회원번호 A00137 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0037,오케이파이낸셜대부,대부,오케이파이낸셜대부|(주)오케이파이낸셜대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0037(대부업)/2016-금감원-0037(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-5589580; 대부금융협회 회원번호 A00395 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0038,아이앤유크레디트대부,대부,아이앤유크레디트대부|아이앤유크레디트대부주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0038(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-4441757; 대부금융협회 회원번호 A00163 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0039,대산대부,대부,대산대부|대산대부주식회사,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0039(대부업); 사업내용 금전대부; 법인번호 110111-4260743; 대부금융협회 회원번호 A00184 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0040,하트캐싱대부,대부,하트캐싱대부|(주)하트캐싱대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0040(대부업); 사업내용 금전대부; 법인번호 110111-2661860; 대부금융협회 회원번호 A00014 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0041,어드벤스대부,대부,어드벤스대부|(주)어드벤스대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0041(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-5287291; 대부금융협회 회원번호 A00447 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0043,와이더블유,대부,와이더블유|와이더블유(주),"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0043(대부업); 사업내용 금전대부, 채권추심; 법인번호 131111-0021699; 대부금융협회 회원번호 A00348 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0045,테크메이트코리아대부,대부,테크메이트코리아대부|테크메이트코리아대부(주),"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0045(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-4244094; 대부금융협회 회원번호 A00144 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0046,동그라미파이낸스대부,대부,동그라미파이낸스대부|주식회사 동그라미파이낸스대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0046(대부업); 사업내용 금전대부; 법인번호 110111-4421733; 대부금융협회 회원번호 A00159 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0047,강남캐피탈대부,대부,강남캐피탈대부|주식회사강남캐피탈대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0047(대부업)/2026-금감원-0047(대부중개업); 사업내용 금전대부/대부중개; 법인번호 110111-1525504; 대부금융협회 회원번호 A00027 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0049,마리모대부,대부,마리모대부|(주)마리모대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0049(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-2578958; 대부금융협회 회원번호 A00019 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0054,안전대부,대부,안전대부|주식회사 안전대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0054(대부업); 사업내용 금전대부, 채권추심; 법인번호 285011-0210083; 대부금융협회 회원번호 A00274 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0055,유노스프레스티지대부,대부,유노스프레스티지대부|(주)유노스프레스티지대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0055(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-4138560; 대부금융협회 회원번호 A00202 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0058,나라대부금융,대부,나라대부금융|나라대부금융(주),"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0058(대부업)/2016-금감원-0058(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-3018367; 대부금융협회 회원번호 A00055 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0063,베스트캐피탈대부,대부,베스트캐피탈대부|베스트캐피탈대부(주),"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0063(대부업)/2023-금감원-0063(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-3723263; 대부금융협회 회원번호 A00077 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0067,케이아이코아즈대부,대부,케이아이코아즈대부|(주)케이아이코아즈대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0067(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-3787293; 대부금융협회 회원번호 A00045 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0068,시스코시스템즈캐피탈코리아대부,대부,시스코시스템즈캐피탈코리아대부|시스코시스템즈캐피탈코리아대부(유),"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0068(대부업); 사업내용 금전대부, 채권추심; 법인번호 110114-0130051; 대부금융협회 회원번호 A00111 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0069,로제캐피탈대부,대부,로제캐피탈대부|(주)로제캐피탈대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0069(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-5224847; 대부금융협회 회원번호 A00532 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0070,뉴아리원대부,대부,뉴아리원대부|(주)뉴아리원대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0070(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-4887274; 대부금융협회 회원번호 A00320 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0075,비컴콜렉션대부,대부,비컴콜렉션대부|(주)비컴콜렉션대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0075(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-3420900; 대부금융협회 회원번호 A00042 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0080,두루드림대부,대부,두루드림대부|주식회사 두루드림대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0080(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-5268192; 대부금융협회 회원번호 A00523 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0090,에이코리아대부,대부,에이코리아대부|(주)에이코리아대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0090(대부업); 사업내용 금전대부, 채권추심; 법인번호 180111-0704139; 대부금융협회 회원번호 A01153 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0094,에스엠에이엠씨투자대부,대부,에스엠에이엠씨투자대부|에스엠에이엠씨투자대부(주),"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0094(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-2217423; 대부금융협회 회원번호 A00234 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0095,인더스코대부,대부,인더스코대부|주식회사 인더스코대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0095(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-4305846; 대부금융협회 회원번호 A00371 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0105,유진대부금융,대부,유진대부금융|주식회사유진대부금융,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0105(대부업); 사업내용 금전대부; 법인번호 110111-4708363; 대부금융협회 회원번호 A00335 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0117,케이엠에셋대부,대부,케이엠에셋대부|(주)케이엠에셋대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0117(대부업); 사업내용 채권추심; 법인번호 110111-5287936; 대부금융협회 회원번호 A00502 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0124,모두론대부,대부,모두론대부|(주)모두론대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0124(대부업)/2016-금감원-0124(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-3840174; 대부금융협회 회원번호 A01560 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0129,브라보캐피탈앤드대부,대부,브라보캐피탈앤드대부|브라보캐피탈앤드대부(주)|브라보캐피탈앤드대부㈜,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0129(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-2896368; 대부금융협회 회원번호 A00533 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0141,한빛자산관리대부,대부,한빛자산관리대부|(주)한빛자산관리대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0141(대부업); 사업내용 채권추심; 법인번호 110111-5079549; 대부금융협회 회원번호 A00352 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0143,웰릭스에프앤아이대부,대부,웰릭스에프앤아이대부|웰릭스에프앤아이대부(주),https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0143(대부업); 사업내용 채권추심; 법인번호 110111-3468611; 대부금융협회 회원번호 A00183 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0144,엠메이드대부,대부,엠메이드대부|엠메이드대부(유),https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0144(대부업); 사업내용 채권추심; 법인번호 110114-0069846; 대부금융협회 회원번호 A00264 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0145,와이앤케이파트너스대부,대부,와이앤케이파트너스대부|와이앤케이파트너스대부 주식회사,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0145(대부업); 사업내용 채권추심; 법인번호 180111-0771576; 대부금융협회 회원번호 A00299 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0151,프라미스대부,대부,프라미스대부|(주)프라미스대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0151(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-4695718; 대부금융협회 회원번호 A00365 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0152,엘케이파트너스대부,대부,엘케이파트너스대부|엘케이파트너스대부 유한회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2025-금감원-0152(대부업); 사업내용 금전대부, 채권추심; 법인번호 110114-0112463; 대부금융협회 회원번호 A04630 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0156,강엔터프라이즈코리아대부,대부,강엔터프라이즈코리아대부|주식회사 강엔터프라이즈코리아대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2025-금감원-0156(대부업); 사업내용 금전대부, 채권추심; 법인번호 160111-0334419; 대부금융협회 회원번호 A04590 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0158,신현대부실자산관리,대부,신현대부실자산관리|(주)신현대부실자산관리,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0158(대부업); 사업내용 채권추심; 법인번호 110111-3147182; 대부금융협회 회원번호 A00360 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0161,아이엠에셋대부,대부,아이엠에셋대부|(주)아이엠에셋대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0161(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-3476292; 대부금융협회 회원번호 A00292 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0162,아이엔비자산관리대부,대부,아이엔비자산관리대부|(주)아이엔비자산관리대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0162(대부업); 사업내용 금전대부, 채권추심; 법인번호 134111-0154950; 대부금융협회 회원번호 A00246 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0163,제니스자산관리대부,대부,제니스자산관리대부|(주)제니스자산관리대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0163(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-4825357; 대부금융협회 회원번호 A00472 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0164,피엘씨대부,대부,피엘씨대부|피엘씨대부(주),"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0164(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-5277044; 대부금융협회 회원번호 A00401 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0166,유니애대부,대부,유니애대부|유니애대부유한회사,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0166(대부업); 사업내용 채권추심; 법인번호 110114-0085636; 대부금융협회 회원번호 A00257 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0173,해진에셋대부,대부,해진에셋대부|해진에셋대부(유),https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0173(대부업); 사업내용 채권추심; 법인번호 284214-0000451; 대부금융협회 회원번호 A00353 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0174,신안어소시에이츠대부,대부,신안어소시에이츠대부|(주)신안어소시에이츠대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0174(대부업); 사업내용 채권추심; 법인번호 110111-4542365; 대부금융협회 회원번호 A00424 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss0175,디에스엔피엘인베스트먼트대부,대부,디에스엔피엘인베스트먼트대부|디에스엔피엘인베스트먼트대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0175(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-5638311; 대부금융협회 회원번호 A00525 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss0176,씨더블유쓰리파트너스대부,대부,씨더블유쓰리파트너스대부|씨더블유쓰리파트너스대부(유),"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2016-금감원-0176(대부업); 사업내용 금전대부, 채권추심; 법인번호 110114-0103785; 대부금융협회 회원번호 A00402 (https://www.clfa.or.kr/member/list 2026-09-18)"
